images,labels
data/mushroom/verpa_s_000814.png,51
data/cattle/cows_s_000550.png,19
data/crocodile/african_crocodile_s_000418.png,27
data/fox/red_fox_s_001582.png,34
data/mouse/mus_musculus_s_000400.png,50
data/tank/army_tank_s_000141.png,85
data/elephant/elephant_s_000027.png,31
data/television/tv_s_000432.png,87
data/elephant/elephant_s_000207.png,31
data/bed/built_in_bed_s_001339.png,5
data/streetcar/streetcar_s_000394.png,81
data/train/car_train_s_000646.png,90
data/palm_tree/date_palm_s_000324.png,56
data/bicycle/bicycle_s_000399.png,8
data/apple/red_delicious_s_001688.png,0
data/girl/sister_s_000035.png,35
data/wardrobe/wardrobe_s_000774.png,94
data/bear/bear_s_001317.png,3
data/camel/camel_s_000382.png,15
data/otter/river_otter_s_001529.png,55
data/fox/fox_s_001617.png,34
data/elephant/elephant_s_000010.png,31
data/tank/army_tank_s_000145.png,85
data/wardrobe/wardrobe_s_001507.png,94
data/tractor/bulldozer_s_001609.png,89
data/sunflower/sunflower_s_000858.png,82
data/mushroom/mushroom_s_000959.png,51
data/fox/red_fox_s_000462.png,34
data/snail/snail_s_001113.png,77
data/sunflower/sunflower_s_000639.png,82
data/cattle/oxen_s_000430.png,19
data/pickup_truck/pickup_truck_s_002446.png,58
data/road/access_road_s_000562.png,68
data/house/boarding_house_s_000962.png,37
data/porcupine/hedgehog_s_000776.png,63
data/turtle/turtle_s_000752.png,93
data/caterpillar/caterpillar_s_002192.png,18
data/squirrel/squirrel_s_002289.png,80
data/sea/adriatic_s_003141.png,71
data/whale/whale_s_000068.png,95
data/snail/snail_s_000947.png,77
data/woman/black_woman_s_000077.png,98
data/trout/rainbow_trout_s_000038.png,91
data/snake/hognose_snake_s_001634.png,78
data/television/television_system_s_000596.png,87
data/crocodile/crocodylus_niloticus_s_000047.png,27
data/can/soda_can_s_001121.png,16
data/bridge/drawbridge_s_000720.png,12
data/forest/forest_s_000541.png,33
data/willow_tree/golden_willow_s_000390.png,96
data/tulip/tulip_s_000151.png,92
data/snake/worm_snake_s_000093.png,78
data/rose/rose_s_000926.png,70
data/plain/serengeti_plain_s_000022.png,60
data/forest/forest_s_001731.png,33
data/castle/castle_s_000531.png,17
data/keyboard/keyboard_s_001053.png,39
data/orchid/butterfly_orchid_s_000967.png,54
data/girl/female_child_s_001108.png,35
data/plain/field_s_000863.png,60
data/pear/bartlett_pear_s_000020.png,57
data/fox/fox_s_000752.png,34
data/lawn_mower/mower_s_001129.png,41
data/boy/boy_s_001830.png,11
data/telephone/phone_s_002566.png,86
data/cloud/cloud_s_001680.png,23
data/motorcycle/motorbike_s_000225.png,48
data/oak_tree/quercus_virginiana_s_000832.png,52
data/beaver/beaver_s_000256.png,4
data/bridge/footbridge_s_000013.png,12
data/spider/argiope_aurantia_s_001036.png,79
data/bicycle/bike_s_000071.png,8
data/hamster/golden_hamster_s_000104.png,36
data/worm/nematode_s_001749.png,99
data/bee/honeybee_s_000459.png,6
data/camel/bactrian_camel_s_000038.png,15
data/bee/bee_s_000476.png,6
data/bear/bear_cub_s_000067.png,3
data/dinosaur/pisanosaurus_s_000017.png,29
data/bed/bed_s_000719.png,5
data/bridge/lift_bridge_s_000646.png,12
data/maple_tree/acer_saccharum_s_001126.png,47
data/clock/clock_s_001451.png,22
data/squirrel/tree_squirrel_s_000975.png,80
data/shark/mako_shark_s_000145.png,73
data/willow_tree/white_willow_s_002023.png,96
data/can/tin_can_s_001891.png,16
data/hamster/syrian_hamster_s_001614.png,36
data/chimpanzee/chimpanzee_s_001766.png,21
data/lion/lion_cub_s_001386.png,43
data/porcupine/porcupine_s_000552.png,63
data/chimpanzee/chimpanzee_s_000206.png,21
data/shrew/shrew_s_000291.png,74
data/flatfish/halibut_s_000608.png,32
data/bear/bear_cub_s_000716.png,3
data/couch/couch_s_000195.png,25
data/maple_tree/acer_saccharinum_s_000033.png,47
data/tiger/panthera_tigris_s_000191.png,88
data/lion/panthera_leo_s_001097.png,43
data/rabbit/rabbit_s_000039.png,65
data/streetcar/tram_s_000125.png,81
data/tulip/tulip_s_002203.png,92
data/plate/dessert_plate_s_000198.png,61
data/bear/bear_s_001001.png,3
data/bottle/beer_bottle_s_001970.png,9
data/bear/bear_cub_s_001097.png,3
data/raccoon/raccoon_s_001981.png,66
data/flatfish/flatfish_s_001420.png,32
data/plate/dessert_plate_s_000380.png,61
data/aquarium_fish/cichlid_s_000536.png,1
data/hamster/hamster_s_000591.png,36
data/poppy/poppy_s_000713.png,62
data/lobster/lobster_s_002101.png,45
data/skunk/spotted_skunk_s_000581.png,75
data/maple_tree/maple_s_000616.png,47
data/caterpillar/caterpillar_s_001140.png,18
data/mountain/mount_s_001232.png,49
data/orchid/orchid_s_000206.png,54
data/sweet_pepper/sweet_pepper_s_001959.png,83
data/crab/crab_s_000767.png,26
data/streetcar/streetcar_s_000640.png,81
data/fox/fox_s_000693.png,34
data/possum/didelphis_marsupialis_s_000001.png,64
data/tiger/panthera_tigris_s_000067.png,88
data/skunk/mephitis_mephitis_s_000103.png,75
data/bear/bear_cub_s_001746.png,3
data/willow_tree/white_willow_s_000052.png,96
data/wolf/gray_wolf_s_001687.png,97
data/raccoon/raccoon_s_000870.png,66
data/tiger/panthera_tigris_s_000620.png,88
data/hamster/golden_hamster_s_000148.png,36
data/motorcycle/motorcycle_s_002162.png,48
data/elephant/indian_elephant_s_000297.png,31
data/mushroom/mushroom_s_000778.png,51
data/bee/bee_s_000718.png,6
data/forest/wood_s_001910.png,33
data/dinosaur/staurikosaurus_s_000012.png,29
data/house/house_s_000096.png,37
data/flatfish/plaice_s_000374.png,32
data/wardrobe/wardrobe_s_001151.png,94
data/tank/army_tank_s_001424.png,85
data/tractor/tractor_s_000649.png,89
data/streetcar/streetcar_s_000486.png,81
data/dolphin/atlantic_bottlenose_dolphin_s_000420.png,30
data/bicycle/safety_bicycle_s_000425.png,8
data/trout/trout_s_001264.png,91
data/television/tv_s_002482.png,87
data/snail/snail_s_000267.png,77
data/bear/bear_s_001503.png,3
data/willow_tree/salix_purpurea_s_000383.png,96
data/lizard/gecko_s_002105.png,44
data/wardrobe/wardrobe_s_000492.png,94
data/lamp/lamp_s_000520.png,40
data/whale/right_whale_s_002149.png,95
data/streetcar/streetcar_s_001001.png,81
data/beaver/castor_canadensis_s_001297.png,4
data/chair/chaise_s_002319.png,20
data/rocket/missile_s_000921.png,69
data/beaver/castor_fiber_s_000726.png,4
data/telephone/desk_phone_s_000236.png,86
data/whale/fin_whale_s_000235.png,95
data/trout/rainbow_trout_s_000812.png,91
data/shrew/masked_shrew_s_000009.png,74
data/possum/didelphis_virginiana_s_000538.png,64
data/chair/armchair_s_002238.png,20
data/turtle/turtle_s_002293.png,93
data/turtle/turtle_s_000025.png,93
data/bear/bear_s_001263.png,3
data/skyscraper/skyscraper_s_001520.png,76
data/tractor/dozer_s_001231.png,89
data/train/railroad_train_s_000527.png,90
data/cloud/cloud_s_001175.png,23
data/keyboard/computer_keyboard_s_000904.png,39
data/seal/seal_s_000042.png,72
data/boy/boy_s_001358.png,11
data/streetcar/streetcar_s_000500.png,81
data/hamster/golden_hamster_s_000927.png,36
data/fox/red_fox_s_000438.png,34
data/fox/fox_s_001894.png,34
data/bed/bed_s_002780.png,5
data/lion/panthera_leo_s_000843.png,43
data/leopard/leopard_s_000755.png,42
data/lamp/lamp_s_001198.png,40
data/crab/crab_s_002295.png,26
data/trout/sea_trout_s_000152.png,91
data/woman/black_woman_s_001254.png,98
data/dinosaur/ankylosaurus_s_001390.png,29
data/lobster/lobster_s_001592.png,45
data/cockroach/oriental_cockroach_s_000003.png,24
data/mouse/harvest_mouse_s_001088.png,50
data/rabbit/lapin_s_001896.png,65
data/beetle/tiger_beetle_s_000295.png,7
data/apple/red_delicious_s_000027.png,0
data/woman/white_woman_s_000365.png,98
data/rocket/research_rocket_s_000779.png,69
data/leopard/leopard_s_000629.png,42
data/bed/built_in_bed_s_000295.png,5
data/man/adam_s_001332.png,46
data/crocodile/african_crocodile_s_000153.png,27
data/table/table_s_001356.png,84
data/orchid/butterfly_orchid_s_001189.png,54
data/chimpanzee/chimpanzee_s_000073.png,21
data/rose/rosebush_s_001025.png,70
data/worm/ascaris_lumbricoides_s_000198.png,99
data/crocodile/african_crocodile_s_000799.png,27
data/sweet_pepper/sweet_pepper_s_000015.png,83
data/house/house_s_000612.png,37
data/baby/baby_s_001506.png,2
data/forest/forest_s_001505.png,33
data/lamp/lamp_s_001172.png,40
data/lamp/lamp_s_001554.png,40
data/pear/bartlett_s_001147.png,57
data/whale/right_whale_s_001743.png,95
data/sea/adriatic_sea_s_001928.png,71
data/plate/dessert_plate_s_000037.png,61
data/keyboard/keyboard_s_001789.png,39
data/squirrel/squirrel_s_002468.png,80
data/wardrobe/closet_s_000028.png,94
data/woman/black_woman_s_001113.png,98
data/worm/nematode_s_001416.png,99
data/dolphin/delphinus_delphis_s_000693.png,30
data/bridge/lift_bridge_s_000462.png,12
data/telephone/telephone_set_s_001286.png,86
data/mouse/harvest_mouse_s_001545.png,50
data/bus/bus_s_000162.png,13
data/lizard/gecko_s_000123.png,44
data/flatfish/winter_flounder_s_000081.png,32
data/dolphin/dolphin_s_002631.png,30
data/couch/sofa_s_000119.png,25
data/bee/apis_mellifera_s_001822.png,6
data/shrew/common_shrew_s_000414.png,74
data/road/divided_highway_s_000418.png,68
data/raccoon/raccoon_s_002203.png,66
data/mountain/alp_s_000101.png,49
data/plain/plain_s_000476.png,60
data/castle/castle_s_000057.png,17
data/keyboard/clavier_s_000458.png,39
data/bicycle/bicycle_s_001569.png,8
data/squirrel/squirrel_s_001869.png,80
data/clock/alarm_clock_s_000644.png,22
data/flatfish/flounder_s_002452.png,32
data/pickup_truck/pickup_truck_s_000358.png,58
data/lawn_mower/power_mower_s_001084.png,41
data/forest/forest_s_001099.png,33
data/leopard/leopard_s_000875.png,42
data/bridge/lift_bridge_s_000544.png,12
data/squirrel/squirrel_s_000533.png,80
data/plate/plate_s_000952.png,61
data/table/breakfast_table_s_001197.png,84
data/crocodile/crocodylus_niloticus_s_000948.png,27
data/chimpanzee/chimpanzee_s_000078.png,21
data/streetcar/streetcar_s_001747.png,81
data/worm/helminth_s_000326.png,99
data/butterfly/mourning_cloak_s_001418.png,14
data/shrew/masked_shrew_s_000043.png,74
data/bus/bus_s_000411.png,13
data/squirrel/tree_squirrel_s_001809.png,80
data/porcupine/porcupine_s_001862.png,63
data/willow_tree/red_osier_s_000829.png,96
data/turtle/sea_turtle_s_002297.png,93
data/road/highway_s_000202.png,68
data/crocodile/nile_crocodile_s_000037.png,27
data/tulip/tulip_s_002315.png,92
data/orchid/orchid_s_000115.png,54
data/poppy/poppy_s_000737.png,62
data/forest/forest_s_001400.png,33
data/cup/goblet_s_000313.png,28
data/sweet_pepper/sweet_pepper_s_001706.png,83
data/pear/bartlett_pear_s_000319.png,57
data/porcupine/porcupine_s_001413.png,63
data/tulip/tulipa_clusiana_s_000076.png,92
data/lizard/gecko_s_000346.png,44
data/bee/bee_s_001347.png,6
data/spider/argiope_aurantia_s_000059.png,79
data/bridge/footbridge_s_000932.png,12
data/chair/chair_s_002470.png,20
data/tulip/lady_tulip_s_000736.png,92
data/mouse/house_mouse_s_000818.png,50
data/willow_tree/willow_s_000299.png,96
data/bee/apis_mellifera_s_000556.png,6
data/bowl/fish_bowl_s_000127.png,10
data/keyboard/keyboard_s_000342.png,39
data/flatfish/halibut_s_000521.png,32
data/beaver/castor_canadensis_s_000267.png,4
data/bus/bus_s_001491.png,13
data/telephone/telephone_set_s_001040.png,86
data/spider/spider_s_001307.png,79
data/rose/mountain_rose_s_001238.png,70
data/bus/bus_s_002610.png,13
data/seal/eared_seal_s_000127.png,72
data/house/house_s_001105.png,37
data/fox/fox_s_000758.png,34
data/tank/armored_combat_vehicle_s_000026.png,85
data/keyboard/computer_keyboard_s_001757.png,39
data/oak_tree/oak_tree_s_001772.png,52
data/mountain/volcano_s_000724.png,49
data/otter/river_otter_s_000232.png,55
data/shrew/shrew_s_000147.png,74
data/television/television_system_s_001769.png,87
data/beetle/tiger_beetle_s_000766.png,7
data/man/adam_s_002183.png,46
data/lawn_mower/lawn_mower_s_000076.png,41
data/bottle/whiskey_bottle_s_000018.png,9
data/orchid/orchid_s_001138.png,54
data/maple_tree/maple_s_000599.png,47
data/poppy/poppy_s_002481.png,62
data/willow_tree/willow_tree_s_000887.png,96
data/telephone/telephone_s_000195.png,86
data/worm/nematode_s_001589.png,99
data/aquarium_fish/cichlid_s_001199.png,1
data/telephone/telephone_s_000906.png,86
data/pine_tree/pinon_pine_s_000882.png,59
data/elephant/indian_elephant_s_000260.png,31
data/girl/female_child_s_001304.png,35
data/hamster/golden_hamster_s_001078.png,36
data/rocket/guided_missile_s_001203.png,69
data/orange/orange_s_000976.png,53
data/bee/honeybee_s_001427.png,6
data/beaver/castor_canadensis_s_001246.png,4
data/bottle/whiskey_bottle_s_000911.png,9
data/couch/sofa_s_000976.png,25
data/crocodile/crocodylus_porosus_s_000095.png,27
data/boy/boy_s_001417.png,11
data/mushroom/verpa_bohemica_s_000020.png,51
data/kangaroo/kangaroo_s_000320.png,38
data/aquarium_fish/cichlid_s_000424.png,1
data/shark/shark_s_001005.png,73
data/man/abel_s_000247.png,46
data/girl/female_child_s_000236.png,35
data/possum/opossum_s_001302.png,64
data/maple_tree/acer_saccharinum_s_000369.png,47
data/pear/bartlett_pear_s_000168.png,57
data/wardrobe/wardrobe_s_002246.png,94
data/maple_tree/acer_saccharinum_s_001510.png,47
data/whale/baleen_whale_s_000291.png,95
data/tiger/tiger_s_001824.png,88
data/kangaroo/macropus_giganteus_s_000311.png,38
data/orange/tangerine_s_000428.png,53
data/pine_tree/pinus_edulis_s_000175.png,59
data/pear/anjou_s_000025.png,57
data/butterfly/butterfly_s_001867.png,14
data/camel/camel_s_000654.png,15
data/skunk/striped_skunk_s_000255.png,75
data/aquarium_fish/carassius_auratus_s_000192.png,1
data/streetcar/streetcar_s_000010.png,81
data/girl/girl_s_001586.png,35
data/streetcar/streetcar_s_002003.png,81
data/trout/rainbow_trout_s_001331.png,91
data/mountain/alp_s_000839.png,49
data/boy/male_child_s_000666.png,11
data/mouse/mus_musculus_s_001313.png,50
data/lobster/maine_lobster_s_000669.png,45
data/caterpillar/caterpillar_s_002262.png,18
data/chimpanzee/chimp_s_001609.png,21
data/snake/hognose_snake_s_000115.png,78
data/streetcar/streetcar_s_000674.png,81
data/worm/nematode_worm_s_000720.png,99
data/mushroom/mushroom_s_000965.png,51
data/crocodile/crocodile_s_000128.png,27
data/snail/helix_pomatia_s_000304.png,77
data/ray/eagle_ray_s_000138.png,67
data/cattle/cattle_s_001532.png,19
data/bee/honeybee_s_002107.png,6
data/aquarium_fish/goldfish_s_000315.png,1
data/pine_tree/pine_s_000398.png,59
data/rose/rose_s_000511.png,70
data/leopard/panthera_pardus_s_000191.png,42
data/lobster/lobster_s_000563.png,45
data/caterpillar/caterpillar_s_001574.png,18
data/fox/fox_s_001068.png,34
data/maple_tree/acer_saccharum_s_000994.png,47
data/mouse/fieldmouse_s_000186.png,50
data/couch/couch_s_001420.png,25
data/orchid/butterfly_orchid_s_000442.png,54
data/tiger/tiger_s_000562.png,88
data/poppy/poppy_s_000119.png,62
data/cup/goblet_s_000516.png,28
data/wardrobe/wardrobe_s_002171.png,94
data/streetcar/tram_s_000464.png,81
data/camel/camel_s_000541.png,15
data/bed/bed_s_002118.png,5
data/aquarium_fish/goldfish_s_001454.png,1
data/skyscraper/twin_towers_s_000673.png,76
data/baby/infant_s_001431.png,2
data/sweet_pepper/sweet_pepper_s_001474.png,83
data/plain/serengeti_plain_s_000906.png,60
data/rocket/guided_missile_s_001146.png,69
data/oak_tree/coast_live_oak_s_000291.png,52
data/whale/right_whale_s_001153.png,95
data/forest/woods_s_000452.png,33
data/orchid/butterfly_orchid_s_001121.png,54
data/lizard/lizard_s_002085.png,44
data/chair/eames_chair_s_000527.png,20
data/pickup_truck/pickup_truck_s_000955.png,58
data/beaver/castor_fiber_s_000021.png,4
data/plate/plate_iron_s_000661.png,61
data/bridge/lift_bridge_s_000523.png,12
data/spider/spider_s_003213.png,79
data/willow_tree/salix_alba_s_000628.png,96
data/snail/helix_pomatia_s_000753.png,77
data/worm/worm_s_002441.png,99
data/squirrel/tree_squirrel_s_001827.png,80
data/snake/colubrid_s_000090.png,78
data/oak_tree/northern_red_oak_s_000919.png,52
data/train/railroad_train_s_000890.png,90
data/shrew/sorex_araneus_s_000191.png,74
data/bear/bear_cub_s_000863.png,3
data/keyboard/clavier_s_000542.png,39
data/skyscraper/skyscraper_s_000743.png,76
data/chimpanzee/chimpanzee_s_001309.png,21
data/telephone/telephone_set_s_001249.png,86
data/rose/rosebush_s_000245.png,70
data/raccoon/raccoon_s_000100.png,66
data/aquarium_fish/goldfish_s_001351.png,1
data/baby/baby_s_002787.png,2
data/skyscraper/skyscraper_s_000460.png,76
data/cattle/oxen_s_001258.png,19
data/telephone/telephone_set_s_000427.png,86
data/pear/bartlett_pear_s_000448.png,57
data/poppy/poppy_s_002725.png,62
data/lamp/lamp_s_002168.png,40
data/kangaroo/kangaroo_s_000048.png,38
data/baby/infant_s_000014.png,2
data/lizard/banded_gecko_s_000045.png,44
data/keyboard/clavier_s_001033.png,39
data/camel/camel_s_000578.png,15
data/table/breakfast_table_s_001396.png,84
data/porcupine/porcupine_s_000014.png,63
data/flatfish/halibut_s_000166.png,32
data/bear/bear_cub_s_001891.png,3
data/lion/lion_s_000157.png,43
data/trout/trout_s_000212.png,91
data/table/breakfast_table_s_000279.png,84
data/lizard/banded_gecko_s_000326.png,44
data/bee/honeybee_s_000008.png,6
data/dolphin/delphinus_delphis_s_000265.png,30
data/dolphin/dolphin_s_001100.png,30
data/bicycle/bicycle_s_001002.png,8
data/bowl/bowl_s_001194.png,10
data/cup/goblet_s_001000.png,28
data/worm/nematode_worm_s_000014.png,99
data/kangaroo/giant_kangaroo_s_000372.png,38
data/pickup_truck/pickup_truck_s_002439.png,58
data/tiger/panthera_tigris_s_000422.png,88
data/tulip/tulip_s_001826.png,92
data/crocodile/crocodile_s_000041.png,27
data/castle/buckingham_palace_s_000775.png,17
data/sunflower/sunflower_s_000238.png,82
data/otter/otter_s_001209.png,55
data/skunk/skunk_s_001978.png,75
data/sea/sea_s_001123.png,71
data/turtle/turtle_s_001018.png,93
data/pickup_truck/pickup_s_001380.png,58
data/streetcar/tram_s_000652.png,81
data/rabbit/rabbit_s_001345.png,65
data/butterfly/butterfly_s_001054.png,14
data/couch/sofa_s_000720.png,25
data/lobster/lobster_s_001936.png,45
data/aquarium_fish/carassius_auratus_s_000045.png,1
data/cattle/bos_taurus_s_000582.png,19
data/house/bungalow_s_000005.png,37
data/wolf/wolf_s_001925.png,97
data/cockroach/cockroach_s_001636.png,24
data/seal/seal_s_001858.png,72
data/whale/fin_whale_s_001353.png,95
data/turtle/turtle_s_000205.png,93
data/girl/young_girl_s_001583.png,35
data/wardrobe/wardrobe_s_001736.png,94
data/woman/black_woman_s_000501.png,98
data/lion/panthera_leo_s_000432.png,43
data/dinosaur/edmontonia_s_000010.png,29
data/lamp/electric_lamp_s_000092.png,40
data/cup/goblet_s_001225.png,28
data/bridge/drawbridge_s_001912.png,12
data/ray/eagle_ray_s_000115.png,67
data/tractor/tractor_s_000057.png,89
data/butterfly/butterfly_s_000159.png,14
data/skyscraper/twin_towers_s_000633.png,76
data/plain/field_s_002039.png,60
data/television/television_system_s_001643.png,87
data/can/tin_can_s_001118.png,16
data/worm/nematode_s_000250.png,99
data/beetle/tiger_beetle_s_001224.png,7
data/keyboard/clavier_s_000114.png,39
data/snake/snake_s_000023.png,78
data/dinosaur/stegosaurus_s_000227.png,29
data/otter/otter_s_002234.png,55
data/bus/bus_s_000354.png,13
data/sunflower/sunflower_s_000417.png,82
data/sea/adriatic_sea_s_001614.png,71
data/mouse/field_mouse_s_000105.png,50
data/snake/snake_s_000233.png,78
data/bear/bear_s_002317.png,3
data/poppy/poppy_s_002383.png,62
data/spider/argiope_aurantia_s_000670.png,79
data/dinosaur/dinosaur_s_001237.png,29
data/raccoon/racoon_s_000239.png,66
data/mountain/volcano_s_000559.png,49
data/sweet_pepper/bell_pepper_s_001028.png,83
data/sunflower/sunflower_s_001955.png,82
data/dinosaur/stegosaurus_s_000647.png,29
data/house/boarding_house_s_001937.png,37
data/whale/balaena_mysticetus_s_000345.png,95
data/beaver/castor_fiber_s_000837.png,4
